행정구역(동읍면)별,5세별,항목,단위,2022.09 월
송천동,5 - 9세,총인구수[명],명,532
송천동,5 - 9세,남자인구수[명],명,264
송천동,5 - 9세,여자인구수[명],명,268
송천동,10 - 14세,총인구수[명],명,585
송천동,10 - 14세,남자인구수[명],명,282
송천동,10 - 14세,여자인구수[명],명,303
송천동,15 - 19세,총인구수[명],명,846
송천동,15 - 19세,남자인구수[명],명,438
송천동,15 - 19세,여자인구수[명],명,408
송천동,20 - 24세,총인구수[명],명,1405
송천동,20 - 24세,남자인구수[명],명,682
송천동,20 - 24세,여자인구수[명],명,723
송천동,25 - 29세,총인구수[명],명,1903
송천동,25 - 29세,남자인구수[명],명,968
송천동,25 - 29세,여자인구수[명],명,935
송천동,30 - 34세,총인구수[명],명,1575
송천동,30 - 34세,남자인구수[명],명,834
송천동,30 - 34세,여자인구수[명],명,741
송천동,35 - 39세,총인구수[명],명,1442
송천동,35 - 39세,남자인구수[명],명,786
송천동,35 - 39세,여자인구수[명],명,656
송천동,40 - 44세,총인구수[명],명,1618
송천동,40 - 44세,남자인구수[명],명,872
송천동,40 - 44세,여자인구수[명],명,746
송천동,45 - 49세,총인구수[명],명,1818
송천동,45 - 49세,남자인구수[명],명,944
송천동,45 - 49세,여자인구수[명],명,874
송천동,50 - 54세,총인구수[명],명,2386
송천동,50 - 54세,남자인구수[명],명,1220
송천동,50 - 54세,여자인구수[명],명,1166
송천동,55 - 59세,총인구수[명],명,2424
송천동,55 - 59세,남자인구수[명],명,1227
송천동,55 - 59세,여자인구수[명],명,1197
송천동,60 - 64세,총인구수[명],명,2612
송천동,60 - 64세,남자인구수[명],명,1289
송천동,60 - 64세,여자인구수[명],명,1323
송천동,65 - 69세,총인구수[명],명,2024
송천동,65 - 69세,남자인구수[명],명,993
송천동,65 - 69세,여자인구수[명],명,1031
송천동,70 - 74세,총인구수[명],명,1588
송천동,70 - 74세,남자인구수[명],명,717
송천동,70 - 74세,여자인구수[명],명,871
송천동,75 - 79세,총인구수[명],명,1190
송천동,75 - 79세,남자인구수[명],명,483
송천동,75 - 79세,여자인구수[명],명,707
송천동,80 - 84세,총인구수[명],명,892
송천동,80 - 84세,남자인구수[명],명,351
송천동,80 - 84세,여자인구수[명],명,541
송천동,85 - 89세,총인구수[명],명,365
송천동,85 - 89세,남자인구수[명],명,137
송천동,85 - 89세,여자인구수[명],명,228
송천동,90 - 94세,총인구수[명],명,104
송천동,90 - 94세,남자인구수[명],명,32
송천동,90 - 94세,여자인구수[명],명,72
송천동,95 - 99세,총인구수[명],명,21
송천동,95 - 99세,남자인구수[명],명,4
송천동,95 - 99세,여자인구수[명],명,17
송천동,100+,총인구수[명],명,6
송천동,100+,남자인구수[명],명,2
송천동,100+,여자인구수[명],명,4
삼각산동,계,총인구수[명],명,30798
삼각산동,계,남자인구수[명],명,14767
삼각산동,계,여자인구수[명],명,16031
삼각산동,0 - 4세,총인구수[명],명,871
삼각산동,0 - 4세,남자인구수[명],명,458
삼각산동,0 - 4세,여자인구수[명],명,413
삼각산동,5 - 9세,총인구수[명],명,1628
삼각산동,5 - 9세,남자인구수[명],명,849
삼각산동,5 - 9세,여자인구수[명],명,779
삼각산동,10 - 14세,총인구수[명],명,1999
삼각산동,10 - 14세,남자인구수[명],명,1020
삼각산동,10 - 14세,여자인구수[명],명,979
삼각산동,15 - 19세,총인구수[명],명,1862
삼각산동,15 - 19세,남자인구수[명],명,923
삼각산동,15 - 19세,여자인구수[명],명,939
삼각산동,20 - 24세,총인구수[명],명,1775
삼각산동,20 - 24세,남자인구수[명],명,900
삼각산동,20 - 24세,여자인구수[명],명,875
삼각산동,25 - 29세,총인구수[명],명,1440
삼각산동,25 - 29세,남자인구수[명],명,695
삼각산동,25 - 29세,여자인구수[명],명,745
삼각산동,30 - 34세,총인구수[명],명,1404
삼각산동,30 - 34세,남자인구수[명],명,667
삼각산동,30 - 34세,여자인구수[명],명,737
삼각산동,35 - 39세,총인구수[명],명,1964
삼각산동,35 - 39세,남자인구수[명],명,914
삼각산동,35 - 39세,여자인구수[명],명,1050
삼각산동,40 - 44세,총인구수[명],명,2815
삼각산동,40 - 44세,남자인구수[명],명,1338
삼각산동,40 - 44세,여자인구수[명],명,1477
삼각산동,45 - 49세,총인구수[명],명,3147
삼각산동,45 - 49세,남자인구수[명],명,1514
삼각산동,45 - 49세,여자인구수[명],명,1633
삼각산동,50 - 54세,총인구수[명],명,3143
삼각산동,50 - 54세,남자인구수[명],명,1574
삼각산동,50 - 54세,여자인구수[명],명,1569
삼각산동,55 - 59세,총인구수[명],명,2127
삼각산동,55 - 59세,남자인구수[명],명,1079
삼각산동,55 - 59세,여자인구수[명],명,1048
삼각산동,60 - 64세,총인구수[명],명,1981
삼각산동,60 - 64세,남자인구수[명],명,907
삼각산동,60 - 64세,여자인구수[명],명,1074
삼각산동,65 - 69세,총인구수[명],명,1561
삼각산동,65 - 69세,남자인구수[명],명,697
삼각산동,65 - 69세,여자인구수[명],명,864
삼각산동,70 - 74세,총인구수[명],명,1147
삼각산동,70 - 74세,남자인구수[명],명,507
삼각산동,70 - 74세,여자인구수[명],명,640
삼각산동,75 - 79세,총인구수[명],명,885
삼각산동,75 - 79세,남자인구수[명],명,370
삼각산동,75 - 79세,여자인구수[명],명,515
삼각산동,80 - 84세,총인구수[명],명,647
삼각산동,80 - 84세,남자인구수[명],명,240
삼각산동,80 - 84세,여자인구수[명],명,407
삼각산동,85 - 89세,총인구수[명],명,285
삼각산동,85 - 89세,남자인구수[명],명,90
삼각산동,85 - 89세,여자인구수[명],명,195
삼각산동,90 - 94세,총인구수[명],명,92
삼각산동,90 - 94세,남자인구수[명],명,21
삼각산동,90 - 94세,여자인구수[명],명,71
삼각산동,95 - 99세,총인구수[명],명,19
삼각산동,95 - 99세,남자인구수[명],명,2
삼각산동,95 - 99세,여자인구수[명],명,17
삼각산동,100+,총인구수[명],명,6
삼각산동,100+,남자인구수[명],명,2
삼각산동,100+,여자인구수[명],명,4
번1동,계,총인구수[명],명,18256
번1동,계,남자인구수[명],명,9202
번1동,계,여자인구수[명],명,9054
번1동,0 - 4세,총인구수[명],명,268
번1동,0 - 4세,남자인구수[명],명,145
번1동,0 - 4세,여자인구수[명],명,123
번1동,5 - 9세,총인구수[명],명,305
번1동,5 - 9세,남자인구수[명],명,163
번1동,5 - 9세,여자인구수[명],명,142
번1동,10 - 14세,총인구수[명],명,416
번1동,10 - 14세,남자인구수[명],명,205
번1동,10 - 14세,여자인구수[명],명,211
번1동,15 - 19세,총인구수[명],명,556
번1동,15 - 19세,남자인구수[명],명,275
번1동,15 - 19세,여자인구수[명],명,281
번1동,20 - 24세,총인구수[명],명,1257
번1동,20 - 24세,남자인구수[명],명,552
번1동,20 - 24세,여자인구수[명],명,705
번1동,25 - 29세,총인구수[명],명,1844
번1동,25 - 29세,남자인구수[명],명,961
번1동,25 - 29세,여자인구수[명],명,883
번1동,30 - 34세,총인구수[명],명,1470
번1동,30 - 34세,남자인구수[명],명,800
번1동,30 - 34세,여자인구수[명],명,670
번1동,35 - 39세,총인구수[명],명,1156
번1동,35 - 39세,남자인구수[명],명,623
번1동,35 - 39세,여자인구수[명],명,533
번1동,40 - 44세,총인구수[명],명,1335
번1동,40 - 44세,남자인구수[명],명,735
번1동,40 - 44세,여자인구수[명],명,600
번1동,45 - 49세,총인구수[명],명,1372
번1동,45 - 49세,남자인구수[명],명,737
번1동,45 - 49세,여자인구수[명],명,635
번1동,50 - 54세,총인구수[명],명,1549
번1동,50 - 54세,남자인구수[명],명,821
번1동,50 - 54세,여자인구수[명],명,728
번1동,55 - 59세,총인구수[명],명,1467
번1동,55 - 59세,남자인구수[명],명,766
번1동,55 - 59세,여자인구수[명],명,701
번1동,60 - 64세,총인구수[명],명,1492
번1동,60 - 64세,남자인구수[명],명,731
번1동,60 - 64세,여자인구수[명],명,761
번1동,65 - 69세,총인구수[명],명,1226
번1동,65 - 69세,남자인구수[명],명,566
번1동,65 - 69세,여자인구수[명],명,660
번1동,70 - 74세,총인구수[명],명,957
번1동,70 - 74세,남자인구수[명],명,448
번1동,70 - 74세,여자인구수[명],명,509
번1동,75 - 79세,총인구수[명],명,753
번1동,75 - 79세,남자인구수[명],명,325
번1동,75 - 79세,여자인구수[명],명,428
번1동,80 - 84세,총인구수[명],명,527
번1동,80 - 84세,남자인구수[명],명,235
번1동,80 - 84세,여자인구수[명],명,292
번1동,85 - 89세,총인구수[명],명,225
번1동,85 - 89세,남자인구수[명],명,91
번1동,85 - 89세,여자인구수[명],명,134
번1동,90 - 94세,총인구수[명],명,65
번1동,90 - 94세,남자인구수[명],명,18
번1동,90 - 94세,여자인구수[명],명,47
번1동,95 - 99세,총인구수[명],명,13
번1동,95 - 99세,남자인구수[명],명,5
번1동,95 - 99세,여자인구수[명],명,8
번1동,100+,총인구수[명],명,3
번1동,100+,남자인구수[명],명,0
번1동,100+,여자인구수[명],명,3
번2동,계,총인구수[명],명,15437
번2동,계,남자인구수[명],명,7448
번2동,계,여자인구수[명],명,7989
번2동,0 - 4세,총인구수[명],명,210
번2동,0 - 4세,남자인구수[명],명,105
번2동,0 - 4세,여자인구수[명],명,105
번2동,5 - 9세,총인구수[명],명,324
번2동,5 - 9세,남자인구수[명],명,174
번2동,5 - 9세,여자인구수[명],명,150
번2동,10 - 14세,총인구수[명],명,409
번2동,10 - 14세,남자인구수[명],명,221
번2동,10 - 14세,여자인구수[명],명,188
번2동,15 - 19세,총인구수[명],명,502
번2동,15 - 19세,남자인구수[명],명,266
번2동,15 - 19세,여자인구수[명],명,236
번2동,20 - 24세,총인구수[명],명,921
번2동,20 - 24세,남자인구수[명],명,478
번2동,20 - 24세,여자인구수[명],명,443
번2동,25 - 29세,총인구수[명],명,1159
번2동,25 - 29세,남자인구수[명],명,604
번2동,25 - 29세,여자인구수[명],명,555
번2동,30 - 34세,총인구수[명],명,837
번2동,30 - 34세,남자인구수[명],명,433
번2동,30 - 34세,여자인구수[명],명,404
번2동,35 - 39세,총인구수[명],명,789
번2동,35 - 39세,남자인구수[명],명,432
번2동,35 - 39세,여자인구수[명],명,357
번2동,40 - 44세,총인구수[명],명,989
번2동,40 - 44세,남자인구수[명],명,523
번2동,40 - 44세,여자인구수[명],명,466
번2동,45 - 49세,총인구수[명],명,1127
번2동,45 - 49세,남자인구수[명],명,570
번2동,45 - 49세,여자인구수[명],명,557
번2동,50 - 54세,총인구수[명],명,1360
번2동,50 - 54세,남자인구수[명],명,680
번2동,50 - 54세,여자인구수[명],명,680
번2동,55 - 59세,총인구수[명],명,1282
번2동,55 - 59세,남자인구수[명],명,640
번2동,55 - 59세,여자인구수[명],명,642
번2동,60 - 64세,총인구수[명],명,1444
번2동,60 - 64세,남자인구수[명],명,671
번2동,60 - 64세,여자인구수[명],명,773
번2동,65 - 69세,총인구수[명],명,1226
번2동,65 - 69세,남자인구수[명],명,566
번2동,65 - 69세,여자인구수[명],명,660
번2동,70 - 74세,총인구수[명],명,1040
번2동,70 - 74세,남자인구수[명],명,412
번2동,70 - 74세,여자인구수[명],명,628
번2동,75 - 79세,총인구수[명],명,904
번2동,75 - 79세,남자인구수[명],명,346
번2동,75 - 79세,여자인구수[명],명,558
번2동,80 - 84세,총인구수[명],명,605
번2동,80 - 84세,남자인구수[명],명,234
번2동,80 - 84세,여자인구수[명],명,371
번2동,85 - 89세,총인구수[명],명,226
번2동,85 - 89세,남자인구수[명],명,76
번2동,85 - 89세,여자인구수[명],명,150
번2동,90 - 94세,총인구수[명],명,62
번2동,90 - 94세,남자인구수[명],명,13
번2동,90 - 94세,여자인구수[명],명,49
번2동,95 - 99세,총인구수[명],명,18
번2동,95 - 99세,남자인구수[명],명,4
번2동,95 - 99세,여자인구수[명],명,14
번2동,100+,총인구수[명],명,3
번2동,100+,남자인구수[명],명,0
번2동,100+,여자인구수[명],명,3
번3동,계,총인구수[명],명,16468
번3동,계,남자인구수[명],명,7698
번3동,계,여자인구수[명],명,8770
번3동,0 - 4세,총인구수[명],명,308
번3동,0 - 4세,남자인구수[명],명,141
번3동,0 - 4세,여자인구수[명],명,167
번3동,5 - 9세,총인구수[명],명,460
번3동,5 - 9세,남자인구수[명],명,232
번3동,5 - 9세,여자인구수[명],명,228
번3동,10 - 14세,총인구수[명],명,575
번3동,10 - 14세,남자인구수[명],명,308
번3동,10 - 14세,여자인구수[명],명,267
번3동,15 - 19세,총인구수[명],명,590
번3동,15 - 19세,남자인구수[명],명,279
번3동,15 - 19세,여자인구수[명],명,311
번3동,20 - 24세,총인구수[명],명,898
번3동,20 - 24세,남자인구수[명],명,489
번3동,20 - 24세,여자인구수[명],명,409
번3동,25 - 29세,총인구수[명],명,844
번3동,25 - 29세,남자인구수[명],명,419
번3동,25 - 29세,여자인구수[명],명,425
번3동,30 - 34세,총인구수[명],명,828
번3동,30 - 34세,남자인구수[명],명,433
번3동,30 - 34세,여자인구수[명],명,395
번3동,35 - 39세,총인구수[명],명,730
번3동,35 - 39세,남자인구수[명],명,370
번3동,35 - 39세,여자인구수[명],명,360
번3동,40 - 44세,총인구수[명],명,1028
번3동,40 - 44세,남자인구수[명],명,511
번3동,40 - 44세,여자인구수[명],명,517
번3동,45 - 49세,총인구수[명],명,1290
번3동,45 - 49세,남자인구수[명],명,646
번3동,45 - 49세,여자인구수[명],명,644
번3동,50 - 54세,총인구수[명],명,1447
번3동,50 - 54세,남자인구수[명],명,744
번3동,50 - 54세,여자인구수[명],명,703
번3동,55 - 59세,총인구수[명],명,1309
번3동,55 - 59세,남자인구수[명],명,621
번3동,55 - 59세,여자인구수[명],명,688
번3동,60 - 64세,총인구수[명],명,1417
번3동,60 - 64세,남자인구수[명],명,658
번3동,60 - 64세,여자인구수[명],명,759
번3동,65 - 69세,총인구수[명],명,1240
번3동,65 - 69세,남자인구수[명],명,540
번3동,65 - 69세,여자인구수[명],명,700
번3동,70 - 74세,총인구수[명],명,1269
번3동,70 - 74세,남자인구수[명],명,449
번3동,70 - 74세,여자인구수[명],명,820
번3동,75 - 79세,총인구수[명],명,1142
번3동,75 - 79세,남자인구수[명],명,418
번3동,75 - 79세,여자인구수[명],명,724
번3동,80 - 84세,총인구수[명],명,744
번3동,80 - 84세,남자인구수[명],명,323
번3동,80 - 84세,여자인구수[명],명,421
번3동,85 - 89세,총인구수[명],명,252
번3동,85 - 89세,남자인구수[명],명,95
번3동,85 - 89세,여자인구수[명],명,157
번3동,90 - 94세,총인구수[명],명,75
번3동,90 - 94세,남자인구수[명],명,18
번3동,90 - 94세,여자인구수[명],명,57
번3동,95 - 99세,총인구수[명],명,18
번3동,95 - 99세,남자인구수[명],명,3
번3동,95 - 99세,여자인구수[명],명,15
번3동,100+,총인구수[명],명,4
번3동,100+,남자인구수[명],명,1
번3동,100+,여자인구수[명],명,3
수유1동,계,총인구수[명],명,20419
수유1동,계,남자인구수[명],명,10049
수유1동,계,여자인구수[명],명,10370
수유1동,0 - 4세,총인구수[명],명,338
수유1동,0 - 4세,남자인구수[명],명,180
수유1동,0 - 4세,여자인구수[명],명,158
수유1동,5 - 9세,총인구수[명],명,486
수유1동,5 - 9세,남자인구수[명],명,247
수유1동,5 - 9세,여자인구수[명],명,239
수유1동,10 - 14세,총인구수[명],명,593
수유1동,10 - 14세,남자인구수[명],명,287
수유1동,10 - 14세,여자인구수[명],명,306
수유1동,15 - 19세,총인구수[명],명,660
수유1동,15 - 19세,남자인구수[명],명,326
수유1동,15 - 19세,여자인구수[명],명,334
수유1동,20 - 24세,총인구수[명],명,1262
수유1동,20 - 24세,남자인구수[명],명,585
수유1동,20 - 24세,여자인구수[명],명,677
수유1동,25 - 29세,총인구수[명],명,1787
수유1동,25 - 29세,남자인구수[명],명,889
수유1동,25 - 29세,여자인구수[명],명,898
수유1동,30 - 34세,총인구수[명],명,1469
수유1동,30 - 34세,남자인구수[명],명,796
수유1동,30 - 34세,여자인구수[명],명,673
수유1동,35 - 39세,총인구수[명],명,1199
수유1동,35 - 39세,남자인구수[명],명,656
수유1동,35 - 39세,여자인구수[명],명,543
수유1동,40 - 44세,총인구수[명],명,1438
수유1동,40 - 44세,남자인구수[명],명,771
수유1동,40 - 44세,여자인구수[명],명,667
수유1동,45 - 49세,총인구수[명],명,1356
수유1동,45 - 49세,남자인구수[명],명,754
수유1동,45 - 49세,여자인구수[명],명,602
수유1동,50 - 54세,총인구수[명],명,1729
수유1동,50 - 54세,남자인구수[명],명,823
수유1동,50 - 54세,여자인구수[명],명,906
수유1동,55 - 59세,총인구수[명],명,1710
수유1동,55 - 59세,남자인구수[명],명,863
수유1동,55 - 59세,여자인구수[명],명,847
수유1동,60 - 64세,총인구수[명],명,1863
수유1동,60 - 64세,남자인구수[명],명,877
수유1동,60 - 64세,여자인구수[명],명,986
수유1동,65 - 69세,총인구수[명],명,1471
수유1동,65 - 69세,남자인구수[명],명,686
수유1동,65 - 69세,여자인구수[명],명,785
수유1동,70 - 74세,총인구수[명],명,1117
수유1동,70 - 74세,남자인구수[명],명,498
수유1동,70 - 74세,여자인구수[명],명,619
수유1동,75 - 79세,총인구수[명],명,897
수유1동,75 - 79세,남자인구수[명],명,394
수유1동,75 - 79세,여자인구수[명],명,503
수유1동,80 - 84세,총인구수[명],명,643
수유1동,80 - 84세,남자인구수[명],명,268
수유1동,80 - 84세,여자인구수[명],명,375
수유1동,85 - 89세,총인구수[명],명,298
수유1동,85 - 89세,남자인구수[명],명,113
수유1동,85 - 89세,여자인구수[명],명,185
수유1동,90 - 94세,총인구수[명],명,79
수유1동,90 - 94세,남자인구수[명],명,30
수유1동,90 - 94세,여자인구수[명],명,49
수유1동,95 - 99세,총인구수[명],명,20
수유1동,95 - 99세,남자인구수[명],명,5
수유1동,95 - 99세,여자인구수[명],명,15
수유1동,100+,총인구수[명],명,4
수유1동,100+,남자인구수[명],명,1
수유1동,100+,여자인구수[명],명,3
수유2동,계,총인구수[명],명,20956
수유2동,계,남자인구수[명],명,9957
수유2동,계,여자인구수[명],명,10999
수유2동,0 - 4세,총인구수[명],명,377
수유2동,0 - 4세,남자인구수[명],명,191
수유2동,0 - 4세,여자인구수[명],명,186
수유2동,5 - 9세,총인구수[명],명,551
수유2동,5 - 9세,남자인구수[명],명,278
수유2동,5 - 9세,여자인구수[명],명,273
수유2동,10 - 14세,총인구수[명],명,567
수유2동,10 - 14세,남자인구수[명],명,303
수유2동,10 - 14세,여자인구수[명],명,264
수유2동,15 - 19세,총인구수[명],명,744
수유2동,15 - 19세,남자인구수[명],명,377
수유2동,15 - 19세,여자인구수[명],명,367
수유2동,20 - 24세,총인구수[명],명,1277
수유2동,20 - 24세,남자인구수[명],명,563
수유2동,20 - 24세,여자인구수[명],명,714
수유2동,25 - 29세,총인구수[명],명,1509
수유2동,25 - 29세,남자인구수[명],명,754
수유2동,25 - 29세,여자인구수[명],명,755
수유2동,30 - 34세,총인구수[명],명,1298
수유2동,30 - 34세,남자인구수[명],명,670
수유2동,30 - 34세,여자인구수[명],명,628
수유2동,35 - 39세,총인구수[명],명,1162
수유2동,35 - 39세,남자인구수[명],명,638
수유2동,35 - 39세,여자인구수[명],명,524
수유2동,40 - 44세,총인구수[명],명,1374
수유2동,40 - 44세,남자인구수[명],명,732
수유2동,40 - 44세,여자인구수[명],명,642
수유2동,45 - 49세,총인구수[명],명,1507
수유2동,45 - 49세,남자인구수[명],명,747
수유2동,45 - 49세,여자인구수[명],명,760
수유2동,50 - 54세,총인구수[명],명,1868
수유2동,50 - 54세,남자인구수[명],명,881
수유2동,50 - 54세,여자인구수[명],명,987
수유2동,55 - 59세,총인구수[명],명,1754
수유2동,55 - 59세,남자인구수[명],명,832
수유2동,55 - 59세,여자인구수[명],명,922
수유2동,60 - 64세,총인구수[명],명,1926
수유2동,60 - 64세,남자인구수[명],명,865
수유2동,60 - 64세,여자인구수[명],명,1061
수유2동,65 - 69세,총인구수[명],명,1580
수유2동,65 - 69세,남자인구수[명],명,718
수유2동,65 - 69세,여자인구수[명],명,862
수유2동,70 - 74세,총인구수[명],명,1204
수유2동,70 - 74세,남자인구수[명],명,509
수유2동,70 - 74세,여자인구수[명],명,695
수유2동,75 - 79세,총인구수[명],명,965
수유2동,75 - 79세,남자인구수[명],명,405
수유2동,75 - 79세,여자인구수[명],명,560
수유2동,80 - 84세,총인구수[명],명,791
수유2동,80 - 84세,남자인구수[명],명,318
수유2동,80 - 84세,여자인구수[명],명,473
수유2동,85 - 89세,총인구수[명],명,369
수유2동,85 - 89세,남자인구수[명],명,138
수유2동,85 - 89세,여자인구수[명],명,231
수유2동,90 - 94세,총인구수[명],명,111
수유2동,90 - 94세,남자인구수[명],명,32
수유2동,90 - 94세,여자인구수[명],명,79
수유2동,95 - 99세,총인구수[명],명,19
수유2동,95 - 99세,남자인구수[명],명,5
수유2동,95 - 99세,여자인구수[명],명,14
수유2동,100+,총인구수[명],명,3
수유2동,100+,남자인구수[명],명,1
수유2동,100+,여자인구수[명],명,2
수유3동,계,총인구수[명],명,23023
수유3동,계,남자인구수[명],명,11405
수유3동,계,여자인구수[명],명,11618
수유3동,0 - 4세,총인구수[명],명,289
수유3동,0 - 4세,남자인구수[명],명,147
수유3동,0 - 4세,여자인구수[명],명,142
수유3동,5 - 9세,총인구수[명],명,386
수유3동,5 - 9세,남자인구수[명],명,205
수유3동,5 - 9세,여자인구수[명],명,181
수유3동,10 - 14세,총인구수[명],명,417
수유3동,10 - 14세,남자인구수[명],명,211
수유3동,10 - 14세,여자인구수[명],명,206
수유3동,15 - 19세,총인구수[명],명,625
수유3동,15 - 19세,남자인구수[명],명,311
수유3동,15 - 19세,여자인구수[명],명,314
수유3동,20 - 24세,총인구수[명],명,1780
수유3동,20 - 24세,남자인구수[명],명,751
수유3동,20 - 24세,여자인구수[명],명,1029
수유3동,25 - 29세,총인구수[명],명,2487
수유3동,25 - 29세,남자인구수[명],명,1257
수유3동,25 - 29세,여자인구수[명],명,1230
수유3동,30 - 34세,총인구수[명],명,1880
수유3동,30 - 34세,남자인구수[명],명,1012
수유3동,30 - 34세,여자인구수[명],명,868
수유3동,35 - 39세,총인구수[명],명,1450
수유3동,35 - 39세,남자인구수[명],명,791
수유3동,35 - 39세,여자인구수[명],명,659
수유3동,40 - 44세,총인구수[명],명,1509
수유3동,40 - 44세,남자인구수[명],명,832
수유3동,40 - 44세,여자인구수[명],명,677
수유3동,45 - 49세,총인구수[명],명,1543
수유3동,45 - 49세,남자인구수[명],명,835
수유3동,45 - 49세,여자인구수[명],명,708
수유3동,50 - 54세,총인구수[명],명,2058
수유3동,50 - 54세,남자인구수[명],명,1048
수유3동,50 - 54세,여자인구수[명],명,1010
수유3동,55 - 59세,총인구수[명],명,1837
수유3동,55 - 59세,남자인구수[명],명,932
수유3동,55 - 59세,여자인구수[명],명,905
수유3동,60 - 64세,총인구수[명],명,1975
수유3동,60 - 64세,남자인구수[명],명,955
수유3동,60 - 64세,여자인구수[명],명,1020
수유3동,65 - 69세,총인구수[명],명,1589
수유3동,65 - 69세,남자인구수[명],명,722
수유3동,65 - 69세,여자인구수[명],명,867
수유3동,70 - 74세,총인구수[명],명,1175
수유3동,70 - 74세,남자인구수[명],명,528
수유3동,70 - 74세,여자인구수[명],명,647
수유3동,75 - 79세,총인구수[명],명,964
수유3동,75 - 79세,남자인구수[명],명,435
수유3동,75 - 79세,여자인구수[명],명,529
수유3동,80 - 84세,총인구수[명],명,660
수유3동,80 - 84세,남자인구수[명],명,280
수유3동,80 - 84세,여자인구수[명],명,380
수유3동,85 - 89세,총인구수[명],명,300
수유3동,85 - 89세,남자인구수[명],명,120
수유3동,85 - 89세,여자인구수[명],명,180
수유3동,90 - 94세,총인구수[명],명,84
수유3동,90 - 94세,남자인구수[명],명,29
수유3동,90 - 94세,여자인구수[명],명,55
수유3동,95 - 99세,총인구수[명],명,12
수유3동,95 - 99세,남자인구수[명],명,4
수유3동,95 - 99세,여자인구수[명],명,8
수유3동,100+,총인구수[명],명,3
수유3동,100+,남자인구수[명],명,0
수유3동,100+,여자인구수[명],명,3
우이동,계,총인구수[명],명,20270
우이동,계,남자인구수[명],명,9769
우이동,계,여자인구수[명],명,10501
우이동,0 - 4세,총인구수[명],명,364
우이동,0 - 4세,남자인구수[명],명,186
우이동,0 - 4세,여자인구수[명],명,178
우이동,5 - 9세,총인구수[명],명,549
우이동,5 - 9세,남자인구수[명],명,277
우이동,5 - 9세,여자인구수[명],명,272
우이동,10 - 14세,총인구수[명],명,661
우이동,10 - 14세,남자인구수[명],명,352
우이동,10 - 14세,여자인구수[명],명,309
우이동,15 - 19세,총인구수[명],명,676
우이동,15 - 19세,남자인구수[명],명,335
우이동,15 - 19세,여자인구수[명],명,341
우이동,20 - 24세,총인구수[명],명,1125
우이동,20 - 24세,남자인구수[명],명,495
우이동,20 - 24세,여자인구수[명],명,630
우이동,25 - 29세,총인구수[명],명,1361
우이동,25 - 29세,남자인구수[명],명,671
우이동,25 - 29세,여자인구수[명],명,690
우이동,30 - 34세,총인구수[명],명,1316
우이동,30 - 34세,남자인구수[명],명,709
우이동,30 - 34세,여자인구수[명],명,607
우이동,35 - 39세,총인구수[명],명,1186
우이동,35 - 39세,남자인구수[명],명,642
우이동,35 - 39세,여자인구수[명],명,544
우이동,40 - 44세,총인구수[명],명,1356
우이동,40 - 44세,남자인구수[명],명,716
우이동,40 - 44세,여자인구수[명],명,640
우이동,45 - 49세,총인구수[명],명,1390
우이동,45 - 49세,남자인구수[명],명,702
우이동,45 - 49세,여자인구수[명],명,688
우이동,50 - 54세,총인구수[명],명,1880
우이동,50 - 54세,남자인구수[명],명,909
우이동,50 - 54세,여자인구수[명],명,971
우이동,55 - 59세,총인구수[명],명,1682
우이동,55 - 59세,남자인구수[명],명,817
우이동,55 - 59세,여자인구수[명],명,865
우이동,60 - 64세,총인구수[명],명,1784
우이동,60 - 64세,남자인구수[명],명,823
우이동,60 - 64세,여자인구수[명],명,961
우이동,65 - 69세,총인구수[명],명,1580
우이동,65 - 69세,남자인구수[명],명,724
우이동,65 - 69세,여자인구수[명],명,856
우이동,70 - 74세,총인구수[명],명,1121
우이동,70 - 74세,남자인구수[명],명,504
우이동,70 - 74세,여자인구수[명],명,617
우이동,75 - 79세,총인구수[명],명,975
우이동,75 - 79세,남자인구수[명],명,397
우이동,75 - 79세,여자인구수[명],명,578
우이동,80 - 84세,총인구수[명],명,794
우이동,80 - 84세,남자인구수[명],명,346
우이동,80 - 84세,여자인구수[명],명,448
우이동,85 - 89세,총인구수[명],명,325
우이동,85 - 89세,남자인구수[명],명,123
우이동,85 - 89세,여자인구수[명],명,202
우이동,90 - 94세,총인구수[명],명,116
우이동,90 - 94세,남자인구수[명],명,35
우이동,90 - 94세,여자인구수[명],명,81
우이동,95 - 99세,총인구수[명],명,27
우이동,95 - 99세,남자인구수[명],명,6
우이동,95 - 99세,여자인구수[명],명,21
우이동,100+,총인구수[명],명,2
우이동,100+,남자인구수[명],명,0
우이동,100+,여자인구수[명],명,2
인수동,계,총인구수[명],명,29761
인수동,계,남자인구수[명],명,14338
인수동,계,여자인구수[명],명,15423
인수동,0 - 4세,총인구수[명],명,499
인수동,0 - 4세,남자인구수[명],명,251
인수동,0 - 4세,여자인구수[명],명,248
인수동,5 - 9세,총인구수[명],명,813
인수동,5 - 9세,남자인구수[명],명,415
인수동,5 - 9세,여자인구수[명],명,398
인수동,10 - 14세,총인구수[명],명,987
인수동,10 - 14세,남자인구수[명],명,516
인수동,10 - 14세,여자인구수[명],명,471
인수동,15 - 19세,총인구수[명],명,1028
인수동,15 - 19세,남자인구수[명],명,500
인수동,15 - 19세,여자인구수[명],명,528
인수동,20 - 24세,총인구수[명],명,1585
인수동,20 - 24세,남자인구수[명],명,744
